Date,Current(mA),Power(mW),Is_Active,Tactic
2019-6-3T0:1:21:940,351.97,1817.20,1,1
2019-6-3T0:1:22:46,339.34,1743.28,1,1
2019-6-3T0:1:22:152,349.89,1766.38,1,1
2019-6-3T0:1:22:257,347.89,1775.62,1,1
2019-6-3T0:1:22:363,358.51,1801.80,1,1
2019-6-3T0:1:22:469,347.04,1766.38,1,1
2019-6-3T0:1:22:575,353.43,1723.26,1,1
2019-6-3T0:1:22:680,343.03,1769.46,1,1
2019-6-3T0:1:22:786,372.53,1826.44,1,1
2019-6-3T0:1:22:892,374.30,2000.46,1,1
2019-6-3T0:1:22:997,358.20,2091.32,1,1
2019-6-3T0:1:23:103,357.97,1834.14,1,1
2019-6-3T0:1:23:208,386.69,1880.34,1,1
2019-6-3T0:1:23:314,378.69,1817.20,1,1
2019-6-3T0:1:23:420,365.60,1978.90,1,1
2019-6-3T0:1:23:525,433.05,2229.92,1,1
2019-6-3T0:1:23:631,368.06,1778.70,1,1
2019-6-3T0:1:23:737,387.00,1809.50,1,1
2019-6-3T0:1:23:847,351.20,1789.48,1,1
2019-6-3T0:1:23:964,454.76,2236.08,1,1
2019-6-3T0:1:24:69,443.21,2394.70,1,1
2019-6-3T0:1:24:175,451.14,2174.48,1,1
2019-6-3T0:1:24:280,483.87,2228.38,1,1
2019-6-3T0:1:24:386,440.75,2470.16,1,1
2019-6-3T0:1:24:492,452.76,2268.42,1,1
2019-6-3T0:1:24:597,439.21,2202.20,1,1
2019-6-3T0:1:24:703,490.57,2394.70,1,1
2019-6-3T0:1:24:809,454.76,2296.14,1,1
2019-6-3T0:1:24:914,486.95,2283.82,1,1
2019-6-3T0:1:25:20,457.07,2313.08,1,1
2019-6-3T0:1:25:125,451.45,2296.14,1,1
2019-6-3T0:1:25:231,460.31,2316.16,1,1
2019-6-3T0:1:25:337,361.82,1821.82,1,1
2019-6-3T0:1:25:442,451.07,2257.64,1,1
2019-6-3T0:1:25:548,448.06,2336.18,1,1
2019-6-3T0:1:25:654,450.45,2260.72,1,1
2019-6-3T0:1:25:759,442.67,2279.20,1,1
2019-6-3T0:1:25:865,439.75,2222.22,1,1
2019-6-3T0:1:25:971,483.64,2394.70,1,1
2019-6-3T0:1:26:76,466.16,2212.98,1,1
2019-6-3T0:1:26:182,383.23,1794.10,1,1
2019-6-3T0:1:26:288,365.36,1866.48,1,1
2019-6-3T0:1:26:393,362.52,1829.52,1,1
2019-6-3T0:1:26:499,384.08,1811.04,1,1
2019-6-3T0:1:26:605,363.90,1852.62,1,1
2019-6-3T0:1:26:710,383.69,1841.84,1,1
2019-6-3T0:1:26:816,363.13,1861.86,1,1
2019-6-3T0:1:26:922,347.19,1826.44,1,1
2019-6-3T0:1:27:28,370.29,1809.50,1,1
2019-6-3T0:1:27:134,387.31,1866.48,1,1
2019-6-3T0:1:27:239,357.82,2026.64,1,1
2019-6-3T0:1:27:345,359.20,1945.02,1,1
2019-6-3T0:1:27:451,360.59,1734.04,1,1
2019-6-3T0:1:27:556,349.81,1786.40,1,1
2019-6-3T0:1:27:662,378.53,1811.04,1,1
2019-6-3T0:1:27:767,410.79,1798.72,1,1
2019-6-3T0:1:27:873,357.59,1837.22,1,1
2019-6-3T0:1:27:979,342.42,1754.06,1,1
2019-6-3T0:1:28:84,393.01,1814.12,1,1
2019-6-3T0:1:28:190,352.89,1801.80,1,1
2019-6-3T0:1:28:295,388.77,1814.12,1,1
2019-6-3T0:1:28:401,352.43,1952.72,1,1
2019-6-3T0:1:28:507,368.60,1809.50,1,1
2019-6-3T0:1:28:612,382.00,1892.66,1,1
2019-6-3T0:1:28:718,366.37,1866.48,1,1
2019-6-3T0:1:28:824,370.91,1945.02,1,1
2019-6-3T0:1:28:930,361.82,1937.32,1,1
2019-6-3T0:1:29:35,385.38,1829.52,1,1
2019-6-3T0:1:29:141,351.97,1738.66,1,1
2019-6-3T0:1:29:247,369.37,1872.64,1,1
2019-6-3T0:1:29:352,360.67,1789.48,1,1
2019-6-3T0:1:29:458,453.68,2288.44,1,1
2019-6-3T0:1:29:564,452.07,2411.64,1,1
2019-6-3T0:1:29:669,452.45,2500.96,1,1
2019-6-3T0:1:29:775,451.37,2387.00,1,1
2019-6-3T0:1:29:881,492.26,2454.76,1,1
2019-6-3T0:1:29:987,358.90,1861.86,1,1
2019-6-3T0:1:30:92,397.47,1838.76,1,1
2019-6-3T0:1:30:198,354.89,1824.90,1,1
2019-6-3T0:1:30:304,401.71,1811.04,1,1
2019-6-3T0:1:30:409,360.67,1806.42,1,1
2019-6-3T0:1:30:515,384.38,1803.34,1,1
2019-6-3T0:1:30:620,380.46,1811.04,1,1
2019-6-3T0:1:30:726,380.92,1844.92,1,1
2019-6-3T0:1:30:832,363.21,1775.62,1,1
2019-6-3T0:1:30:937,347.73,1771.00,1,1
2019-6-3T0:1:31:43,343.50,1750.98,1,1
2019-6-3T0:1:31:148,348.27,1769.46,1,1
2019-6-3T0:1:31:254,377.30,1818.74,1,1
2019-6-3T0:1:31:360,348.19,1811.04,1,1
2019-6-3T0:1:31:465,356.82,1995.84,1,1
2019-6-3T0:1:31:571,349.12,1786.40,1,1
2019-6-3T0:1:31:677,353.43,1837.22,1,1
2019-6-3T0:1:31:783,348.50,1769.46,1,1
2019-6-3T0:1:31:888,343.57,1775.62,1,1
2019-6-3T0:1:31:994,346.27,1763.30,1,1
2019-6-3T0:1:32:100,356.66,1769.46,1,1
2019-6-3T0:1:32:205,343.03,1769.46,1,1
2019-6-3T0:1:32:311,362.67,1837.22,1,1
2019-6-3T0:1:32:416,299.14,1580.04,1,1
2019-6-3T0:1:32:522,324.32,1637.02,1,1
2019-6-3T0:1:32:628,331.02,1624.70,1,1
2019-6-3T0:1:32:734,316.32,1615.46,1,1
2019-6-3T0:1:32:839,321.71,1683.22,1,1
2019-6-3T0:1:32:945,316.93,1612.38,1,1
2019-6-3T0:1:33:51,318.09,1624.70,1,1
2019-6-3T0:1:33:156,317.32,1607.76,1,1
2019-6-3T0:1:33:262,329.02,1754.06,1,1
2019-6-3T0:1:33:368,410.10,2079.00,1,1
2019-6-3T0:1:33:473,411.26,2094.40,1,1
2019-6-3T0:1:33:579,411.87,2062.06,1,1
2019-6-3T0:1:33:685,449.91,2071.30,1,1
2019-6-3T0:1:33:790,412.87,2086.70,1,1
2019-6-3T0:1:33:896,413.57,2071.30,1,1
2019-6-3T0:1:34:2,411.87,2082.08,1,1
2019-6-3T0:1:34:107,423.27,2083.62,1,1
2019-6-3T0:1:34:213,409.49,2097.48,1,1
2019-6-3T0:1:34:319,411.87,2102.10,1,1
2019-6-3T0:1:34:424,416.11,2146.76,1,1
2019-6-3T0:1:34:530,413.49,2079.00,1,1
2019-6-3T0:1:34:636,412.18,2086.70,1,1
2019-6-3T0:1:34:741,412.41,2089.78,1,1
2019-6-3T0:1:34:847,410.26,2074.38,1,1
2019-6-3T0:1:34:953,412.49,2091.32,1,1
2019-6-3T0:1:35:58,412.10,2086.70,1,1
2019-6-3T0:1:35:164,434.51,2075.92,1,1
2019-6-3T0:1:35:270,412.10,2103.64,1,1
2019-6-3T0:1:35:375,410.10,2066.68,1,1
2019-6-3T0:1:35:481,412.57,2083.62,1,1
2019-6-3T0:1:35:587,421.65,2074.38,1,1
2019-6-3T0:1:35:692,419.57,2089.78,1,1
2019-6-3T0:1:35:798,415.41,2094.40,1,1
2019-6-3T0:1:35:903,415.88,2086.70,1,1
2019-6-3T0:1:36:9,414.26,2089.78,1,1
2019-6-3T0:1:36:115,412.41,2086.70,1,1
2019-6-3T0:1:36:220,412.18,2106.72,1,1
2019-6-3T0:1:36:326,409.79,2099.02,1,1
2019-6-3T0:1:36:432,419.11,2086.70,1,1
2019-6-3T0:1:36:537,411.49,2082.08,1,1
2019-6-3T0:1:36:643,411.80,2086.70,1,1
2019-6-3T0:1:36:749,409.95,2086.70,1,1
2019-6-3T0:1:36:854,411.41,2228.38,1,1
2019-6-3T0:1:36:960,410.87,2174.48,1,1
2019-6-3T0:1:37:65,413.57,2094.40,1,1
2019-6-3T0:1:37:171,410.95,2089.78,1,1
2019-6-3T0:1:37:277,412.57,2089.78,1,1
2019-6-3T0:1:37:382,410.18,2119.04,1,1
2019-6-3T0:1:37:488,428.97,2114.42,1,1
2019-6-3T0:1:37:594,413.18,2091.32,1,1
2019-6-3T0:1:37:699,431.82,2111.34,1,1
2019-6-3T0:1:37:805,412.26,2117.50,1,1
2019-6-3T0:1:37:911,428.27,2106.72,1,1
2019-6-3T0:1:38:16,436.74,2094.40,1,1
2019-6-3T0:1:38:122,414.80,2103.64,1,1
2019-6-3T0:1:38:228,424.12,2091.32,1,1
2019-6-3T0:1:38:333,414.88,2103.64,1,1
2019-6-3T0:1:38:439,416.18,2208.36,1,1
2019-6-3T0:1:38:545,420.80,2089.78,1,1
2019-6-3T0:1:38:650,415.18,2103.64,1,1
2019-6-3T0:1:38:756,413.57,2111.34,1,1
2019-6-3T0:1:38:862,415.41,2119.04,1,1
2019-6-3T0:1:38:968,408.41,2089.78,1,1
2019-6-3T0:1:39:73,413.49,2099.02,1,1
2019-6-3T0:1:39:179,425.66,2106.72,1,1
2019-6-3T0:1:39:284,412.87,2089.78,1,1
2019-6-3T0:1:39:390,450.60,2407.02,1,1
2019-6-3T0:1:39:496,451.14,2279.20,1,1
2019-6-3T0:1:39:602,473.70,2280.74,1,1
2019-6-3T0:1:39:707,458.07,2268.42,1,1
2019-6-3T0:1:39:813,450.37,2288.44,1,1
2019-6-3T0:1:39:918,448.14,2263.80,1,1
2019-6-3T0:1:40:24,440.59,2216.06,1,1
2019-6-3T0:1:40:129,452.45,2379.30,1,1
2019-6-3T0:1:40:235,439.90,2299.22,1,1
2019-6-3T0:1:40:340,446.91,2216.06,1,1
2019-6-3T0:1:40:445,477.63,2311.54,1,1
2019-6-3T0:1:40:551,453.61,2453.22,1,1
2019-6-3T0:1:40:657,434.90,2208.36,1,1
2019-6-3T0:1:40:762,483.17,2280.74,1,1
2019-6-3T0:1:40:868,415.80,2137.52,1,1
2019-6-3T0:1:40:973,433.89,2082.08,1,1
2019-6-3T0:1:41:79,414.26,2089.78,1,1
2019-6-3T0:1:41:185,454.07,2387.00,1,1
2019-6-3T0:1:41:290,460.77,2434.74,1,1
2019-6-3T0:1:41:396,498.88,2303.84,1,1
2019-6-3T0:1:41:501,453.38,2363.90,1,1
2019-6-3T0:1:41:607,497.88,2288.44,1,1
2019-6-3T0:1:41:713,421.88,2137.52,1,1
2019-6-3T0:1:41:818,415.41,2194.50,1,1
2019-6-3T0:1:41:924,425.19,2149.84,1,1
2019-6-3T0:1:42:30,433.36,2097.48,1,1
2019-6-3T0:1:42:135,446.60,2288.44,1,1
2019-6-3T0:1:42:241,451.84,2263.80,1,1
2019-6-3T0:1:42:347,447.14,2447.06,1,1
2019-6-3T0:1:42:452,470.08,2263.80,1,1
2019-6-3T0:1:42:558,453.76,2280.74,1,1
2019-6-3T0:1:42:664,491.26,2279.20,1,1
2019-6-3T0:1:42:770,442.67,2268.42,1,1
2019-6-3T0:1:42:875,441.90,2200.66,1,1
2019-6-3T0:1:42:981,469.08,2320.78,1,1
2019-6-3T0:1:43:87,453.07,2265.34,1,1
2019-6-3T0:1:43:192,439.67,2253.02,1,1
2019-6-3T0:1:43:298,444.67,2240.70,1,1
2019-6-3T0:1:43:404,452.61,2276.12,1,1
2019-6-3T0:1:43:509,452.61,2402.40,1,1
2019-6-3T0:1:43:615,455.69,2465.54,1,1
2019-6-3T0:1:43:721,456.76,2257.64,1,1
2019-6-3T0:1:43:826,461.15,2260.72,1,1
2019-6-3T0:1:43:932,444.91,2276.12,1,1
2019-6-3T0:1:44:37,444.29,2285.36,1,1
2019-6-3T0:1:44:143,446.60,2399.32,1,1
2019-6-3T0:1:44:249,457.46,2288.44,1,1
2019-6-3T0:1:44:354,471.93,2273.04,1,1
2019-6-3T0:1:44:460,446.60,2323.86,1,1
2019-6-3T0:1:44:566,451.99,2249.94,1,1
2019-6-3T0:1:44:671,447.91,2311.54,1,1
2019-6-3T0:1:44:777,329.41,1838.76,1,1
2019-6-3T0:1:44:882,327.79,1667.82,1,1
2019-6-3T0:1:44:988,320.40,1637.02,1,1
2019-6-3T0:1:45:94,354.82,1690.92,1,1
2019-6-3T0:1:45:199,318.32,1607.76,1,1
2019-6-3T0:1:45:306,306.31,1581.58,1,1
2019-6-3T0:1:45:411,317.62,1617.00,1,1
2019-6-3T0:1:45:517,307.00,1532.30,1,1
2019-6-3T0:1:45:623,302.69,1569.26,1,1
2019-6-3T0:1:45:729,303.38,1576.96,1,1
2019-6-3T0:1:45:834,300.15,1564.64,1,1
2019-6-3T0:1:45:940,310.70,1576.96,1,1
2019-6-3T0:1:46:46,333.49,1712.48,1,1
2019-6-3T0:1:46:151,300.84,1532.30,1,1
2019-6-3T0:1:46:257,308.62,1553.86,1,1
2019-6-3T0:1:46:363,343.42,1589.28,1,1
2019-6-3T0:1:46:469,318.70,1573.88,1,1
2019-6-3T0:1:46:574,302.99,1670.90,1,1
2019-6-3T0:1:46:680,307.15,1769.46,1,1
2019-6-3T0:1:46:785,306.15,1504.58,1,1
2019-6-3T0:1:46:891,315.24,1560.02,1,1
2019-6-3T0:1:46:997,304.84,1624.70,1,1
2019-6-3T0:1:47:102,325.94,1581.58,1,1
2019-6-3T0:1:47:208,341.80,1758.68,1,1
2019-6-3T0:1:47:314,335.49,2767.38,1,1
2019-6-3T0:1:47:419,325.32,1952.72,1,1
2019-6-3T0:1:47:525,323.32,1647.80,1,1
2019-6-3T0:1:47:631,331.41,1670.90,1,1
2019-6-3T0:1:47:737,295.91,1684.76,1,1
2019-6-3T0:1:47:842,317.62,1620.08,1,1
2019-6-3T0:1:47:948,298.68,1526.14,1,1
2019-6-3T0:1:48:54,302.92,1564.64,1,1
2019-6-3T0:1:48:160,313.54,1587.74,1,1
2019-6-3T0:1:48:265,305.15,1556.94,1,1
2019-6-3T0:1:48:371,309.92,1538.46,1,1
2019-6-3T0:1:48:476,307.54,1553.86,1,1
2019-6-3T0:1:48:582,311.31,1573.88,1,1
2019-6-3T0:1:48:688,303.23,1538.46,1,1
2019-6-3T0:1:48:793,307.92,1556.94,1,1
2019-6-3T0:1:48:899,301.53,1620.08,1,1
2019-6-3T0:1:49:4,311.31,1584.66,1,1
2019-6-3T0:1:49:110,304.69,1546.16,1,1
2019-6-3T0:1:49:216,304.15,1544.62,1,1
2019-6-3T0:1:49:321,316.70,1612.38,1,1
2019-6-3T0:1:49:427,304.92,1546.16,1,1
2019-6-3T0:1:49:533,312.31,1576.96,1,1
2019-6-3T0:1:49:638,311.31,1734.04,1,1
2019-6-3T0:1:49:744,299.53,1529.22,1,1
2019-6-3T0:1:49:850,298.22,1524.60,1,1
2019-6-3T0:1:49:955,297.53,1529.22,1,1
2019-6-3T0:1:50:61,303.30,1486.10,1,1
2019-6-3T0:1:50:167,311.23,1584.66,1,1
2019-6-3T0:1:50:272,312.31,1593.90,1,1
2019-6-3T0:1:50:378,296.45,1516.90,1,1
2019-6-3T0:1:50:483,322.32,1592.36,1,1
2019-6-3T0:1:50:589,307.61,1678.60,1,1
2019-6-3T0:1:50:695,308.23,1560.02,1,1
2019-6-3T0:1:50:800,332.18,1604.68,1,1
2019-6-3T0:1:50:906,340.57,1617.00,1,1
2019-6-3T0:1:51:12,309.23,1569.26,1,1
2019-6-3T0:1:51:118,292.83,1544.62,1,1
2019-6-3T0:1:51:223,303.92,1546.16,1,1
2019-6-3T0:1:51:329,292.60,1513.82,1,1
2019-6-3T0:1:51:435,300.99,1529.22,1,1
2019-6-3T0:1:51:540,301.99,1747.90,1,1
2019-6-3T0:1:51:646,310.08,1489.18,1,1
2019-6-3T0:1:51:751,300.22,1524.60,1,1
2019-6-3T0:1:51:857,309.85,1678.60,1,1
2019-6-3T0:1:51:963,298.91,1518.44,1,1
2019-6-3T0:1:52:68,295.91,1510.74,1,1
2019-6-3T0:1:52:174,299.14,1532.30,1,1
2019-6-3T0:1:52:279,309.62,1566.18,1,1
2019-6-3T0:1:52:385,312.39,1600.06,1,1
2019-6-3T0:1:52:491,311.23,1589.28,1,1
2019-6-3T0:1:52:597,301.69,1546.16,1,1
2019-6-3T0:1:52:702,300.45,1536.92,1,1
2019-6-3T0:1:52:808,310.70,1541.54,1,1
2019-6-3T0:1:52:913,311.62,1573.88,1,1
2019-6-3T0:1:53:19,299.53,1526.14,1,1
2019-6-3T0:1:53:125,307.69,1549.24,1,1
2019-6-3T0:1:53:231,304.15,1538.46,1,1
2019-6-3T0:1:53:336,308.85,1566.18,1,1
2019-6-3T0:1:53:442,300.15,1532.30,1,1
2019-6-3T0:1:53:548,366.90,1680.14,1,1
2019-6-3T0:1:53:653,335.10,1556.94,1,1
2019-6-3T0:1:53:759,304.84,1734.04,1,1
2019-6-3T0:1:53:867,320.32,1612.38,1,1
2019-6-3T0:1:53:973,309.23,1573.88,1,1
2019-6-3T0:1:54:79,311.08,1569.26,1,1
2019-6-3T0:1:54:184,328.71,1572.34,1,1
2019-6-3T0:1:54:290,321.01,1580.04,1,1
2019-6-3T0:1:54:396,307.00,1712.48,1,1
2019-6-3T0:1:54:501,311.54,1596.98,1,1
2019-6-3T0:1:54:607,332.02,1556.94,1,1
2019-6-3T0:1:54:712,310.62,1573.88,1,1
2019-6-3T0:1:54:818,306.38,1546.16,1,1
2019-6-3T0:1:54:924,299.68,1561.56,1,1
2019-6-3T0:1:55:29,304.30,1544.62,1,1
2019-6-3T0:1:55:135,342.42,1541.54,1,1
2019-6-3T0:1:55:240,328.64,1581.58,1,1
2019-6-3T0:1:55:346,305.92,1556.94,1,1
2019-6-3T0:1:55:452,297.99,1538.46,1,1
2019-6-3T0:1:55:557,295.14,1493.80,1,1
2019-6-3T0:1:55:663,294.60,1683.22,1,1
2019-6-3T0:1:55:769,293.76,1498.42,1,1
2019-6-3T0:1:55:874,310.54,1715.56,1,1
2019-6-3T0:1:55:980,311.31,1604.68,1,1
2019-6-3T0:1:56:86,311.08,1761.76,1,1
2019-6-3T0:1:56:191,299.91,1526.14,1,1
2019-6-3T0:1:56:297,291.52,1493.80,1,1
2019-6-3T0:1:56:403,303.23,1635.48,1,1
2019-6-3T0:1:56:508,297.45,1518.44,1,1
2019-6-3T0:1:56:614,310.93,1589.28,1,1
2019-6-3T0:1:56:720,315.78,1617.00,1,1
2019-6-3T0:1:56:825,312.39,1604.68,1,1
2019-6-3T0:1:56:931,298.99,1513.82,1,1
2019-6-3T0:1:57:37,309.08,1506.12,1,1
2019-6-3T0:1:57:142,293.52,1506.12,1,1
2019-6-3T0:1:57:248,297.68,1510.74,1,1
2019-6-3T0:1:57:353,341.88,1584.66,1,1
2019-6-3T0:1:57:459,315.31,1644.72,1,1
2019-6-3T0:1:57:565,328.94,1566.18,1,1
2019-6-3T0:1:57:670,293.45,1510.74,1,1
2019-6-3T0:1:57:776,303.61,1573.88,1,1
2019-6-3T0:1:57:882,306.84,1556.94,1,1
2019-6-3T0:1:57:987,296.53,1490.72,1,1
2019-6-3T0:1:58:93,303.15,1536.92,1,1
2019-6-3T0:1:58:199,311.08,1600.06,1,1
2019-6-3T0:1:58:305,310.54,1592.36,1,1
2019-6-3T0:1:58:410,302.23,1615.46,1,1
2019-6-3T0:1:58:516,304.54,1755.60,1,1
2019-6-3T0:1:58:622,354.82,1968.12,1,1
2019-6-3T0:1:58:727,452.14,2296.14,1,1
2019-6-3T0:1:58:833,456.15,2437.82,1,1
2019-6-3T0:1:58:939,464.54,2513.28,1,1
2019-6-3T0:1:59:44,478.48,2403.94,1,1
2019-6-3T0:1:59:150,449.60,2296.14,1,1
2019-6-3T0:1:59:256,435.90,2273.04,1,1
2019-6-3T0:1:59:361,455.61,2271.50,1,1
2019-6-3T0:1:59:467,449.45,2445.52,1,1
2019-6-3T0:1:59:572,450.06,2411.64,1,1
2019-6-3T0:1:59:678,460.69,2453.22,1,1
2019-6-3T0:1:59:784,486.33,2253.02,1,1
2019-6-3T0:1:59:889,450.14,2257.64,1,1
2019-6-3T0:1:59:995,448.99,2271.50,1,1
2019-6-3T0:2:0:101,446.68,2368.52,1,1
2019-6-3T0:2:0:206,461.15,2374.68,1,1
2019-6-3T0:2:0:312,469.39,2383.92,1,1
2019-6-3T0:2:0:417,448.76,2445.52,1,1
2019-6-3T0:2:0:523,469.08,2240.70,1,1
2019-6-3T0:2:0:629,439.67,2185.26,1,1
2019-6-3T0:2:0:734,457.38,2299.22,1,1
2019-6-3T0:2:0:840,439.75,2209.90,1,1
2019-6-3T0:2:0:946,454.68,2311.54,1,1
2019-6-3T0:2:1:51,467.54,2368.52,1,1
2019-6-3T0:2:1:157,357.43,1814.12,1,1
2019-6-3T0:2:1:263,372.60,1838.76,1,1
2019-6-3T0:2:1:368,368.06,1852.62,1,1
2019-6-3T0:2:1:475,351.20,1797.18,1,1
2019-6-3T0:2:1:581,347.89,1837.22,1,1
2019-6-3T0:2:1:686,397.01,1849.54,1,1
2019-6-3T0:2:1:792,383.69,1824.90,1,1
2019-6-3T0:2:1:897,362.59,1837.22,1,1
2019-6-3T0:2:2:3,414.88,1975.82,1,1
2019-6-3T0:2:2:109,358.59,1826.44,1,1
2019-6-3T0:2:2:215,383.61,1817.20,1,1
2019-6-3T0:2:2:320,360.59,1849.54,1,1
2019-6-3T0:2:2:426,372.37,1965.04,1,1
2019-6-3T0:2:2:531,385.38,1866.48,1,1
2019-6-3T0:2:2:637,349.19,1794.10,1,1
2019-6-3T0:2:2:743,384.46,1798.72,1,1
2019-6-3T0:2:2:848,362.90,1791.02,1,1
2019-6-3T0:2:2:954,363.21,1889.58,1,1
2019-6-3T0:2:3:60,369.68,1980.44,1,1
2019-6-3T0:2:3:166,344.57,1754.06,1,1
2019-6-3T0:2:3:271,356.82,1908.06,1,1
2019-6-3T0:2:3:377,361.67,1844.92,1,1
2019-6-3T0:2:3:483,365.52,1864.94,1,1
2019-6-3T0:2:3:588,414.72,2020.48,1,1
2019-6-3T0:2:3:694,340.88,1750.98,1,1
2019-6-3T0:2:3:799,354.89,1929.62,1,1
2019-6-3T0:2:3:905,415.41,2083.62,1,1
2019-6-3T0:2:4:11,423.58,2099.02,1,1
2019-6-3T0:2:4:117,406.02,2048.20,1,1
2019-6-3T0:2:4:222,434.28,2089.78,1,1
2019-6-3T0:2:4:328,358.97,1837.22,1,1
2019-6-3T0:2:4:433,618.23,2467.08,1,1
2019-6-3T0:2:4:539,306.38,1572.34,1,1
2019-6-3T0:2:4:644,309.00,1561.56,1,1
2019-6-3T0:2:4:750,352.74,1935.78,1,1
2019-6-3T0:2:4:855,321.63,1650.88,1,1
2019-6-3T0:2:4:961,420.19,2018.94,1,1
2019-6-3T0:2:5:66,321.09,1637.02,1,1
2019-6-3T0:2:5:172,326.63,1624.70,1,1
2019-6-3T0:2:5:277,316.32,1624.70,1,1
2019-6-3T0:2:5:383,318.93,1627.78,1,1
2019-6-3T0:2:5:489,323.63,1643.18,1,1
2019-6-3T0:2:5:594,324.94,1635.48,1,1
2019-6-3T0:2:5:700,320.32,1683.22,1,1
2019-6-3T0:2:5:805,317.93,1635.48,1,1
2019-6-3T0:2:5:911,319.93,1652.42,1,1
2019-6-3T0:2:6:17,320.24,1632.40,1,1
2019-6-3T0:2:6:122,317.62,1615.46,1,1
2019-6-3T0:2:6:228,319.93,1632.40,1,1
2019-6-3T0:2:6:334,317.78,1632.40,1,1
2019-6-3T0:2:6:439,321.09,1635.48,1,1
